Id,SalePrice
1621,136753.5875
1622,154675.425
1623,292881.3125
1624,208768.625
1625,131218.75
1626,175827.5
1627,190770.0
1628,279508.3875
1629,178519.525
1630,361808.6875
1631,214216.25
1632,248838.1125
1633,167158.375
1634,181578.625
1635,176860.275
1636,160670.3625
1637,179039.075
1638,217340.875
1639,179258.125
1640,249193.25
1641,178448.125
1642,228960.1625
1643,230381.2875
1644,226975.9625
1645,178401.875
1646,150588.125
1647,160249.0
1648,145325.0
1649,143098.5875
1650,117633.85
1651,121829.2625
1652,93890.0
1653,99346.25
1654,159196.875
1655,154714.875
1656,151315.425
1657,155197.925
1658,156047.5
1659,145345.625
1660,148635.625
1661,438887.325
1662,384203.2125
1663,371927.15
1664,476613.675
1665,313387.0375
1666,331018.0625
1667,358588.975
1668,326596.0625
1669,299849.2125
1670,339004.975
1671,266053.55
1672,474813.3125
1673,304976.675
1674,248805.4125
1675,187111.275
1676,192113.25
1677,214653.3125
1678,456009.45
1679,380180.675
1680,321485.05
1681,271518.75
1682,307400.2625
1683,187790.2375
1684,169828.575
1685,175823.1875
1686,167484.55
1687,164249.0875
1688,184974.175
1689,188079.05
1690,185227.4875
1691,174077.3125
1692,280288.8625
1693,169693.9
1694,185015.0
1695,168585.8875
1696,270305.4875
1697,171705.2125
1698,342020.7625
1699,334459.4625
1700,237795.5
1701,262855.7875
1702,253079.35
1703,252839.5875
1704,296818.3375
1705,231533.6125
1706,463891.9875
1707,216714.1875
1708,217474.125
1709,274755.8875
1710,220006.525
1711,263846.05
1712,239726.1
1713,256606.725
1714,225687.6875
1715,198095.1875
1716,172154.75
1717,163264.625
1718,144943.6125
1719,203578.875
1720,245566.2
1721,164664.7625
1722,136765.15
1723,157562.9625
1724,215900.1625
1725,234787.6375
1726,187543.125
1727,166827.2
1728,187059.375
1729,160964.75
1730,169315.575
1731,121984.1625
1732,134536.0375
1733,128800.625
1734,131262.7
1735,132723.75
1736,118722.5
1737,353471.925
1738,218115.0
1739,276404.3375
1740,183324.0875
1741,183737.7875
1742,173739.175
1743,176198.75
1744,305558.1125
1745,245545.0125
1746,280914.2125
1747,219429.375
1748,204032.5
1749,157728.125
1750,149390.7375
1751,225227.75
1752,122384.375
1753,142944.2625
1754,220513.125
1755,164331.875
1756,121501.35
1757,120059.4625
1758,149718.75
1759,170258.75
1760,157397.9625
1761,151201.825
1762,175466.925
1763,166802.3125
1764,116545.1875
1765,170319.625
1766,179023.75
1767,197018.15
1768,140947.8125
1769,162154.625
1770,139949.6875
1771,139253.75
1772,135770.3125
1773,141403.4375
1774,132538.3875
1775,132246.5625
1776,120266.25
1777,121316.875
1778,128465.75
1779,119290.0
1780,179993.575
1781,130032.1875
1782,97695.825
1783,132327.5125
1784,95802.525
1785,112082.125
1786,147027.675
1787,171127.5
1788,58545.325
1789,95102.25
1790,87904.35
1791,184520.9
1792,151711.05
1793,137275.7375
1794,141466.25
1795,139362.875
1796,122153.125
1797,111573.175
1798,124972.5
1799,117941.6625
1800,123941.25
1801,129267.25
1802,153504.875
1803,149536.775
1804,141059.2125
1805,136420.0
1806,117966.15
1807,143306.975
1808,117694.375
1809,127956.875
1810,149758.85
1811,115707.25
1812,113405.5625
1813,120985.775
1814,102306.9625
1815,60114.85
1816,101195.9625
1817,120004.6875
1818,133420.85
1819,119417.7125
1820,84635.625
1821,120610.725
1822,148990.5375
1823,61409.8875
1824,143697.5
1825,140607.1
1826,104572.5
1827,110784.1875
1828,142631.375
1829,113683.5875
1830,142647.775
1831,165476.7375
1832,111047.4625
1833,148978.125
1834,129327.5375
1835,175242.125
1836,126038.725
1837,100345.0
1838,134304.125
1839,89639.375
1840,163689.2875
1841,150159.4
1842,92834.425
1843,140700.0
1844,143605.4625
1845,137483.6375
1846,150701.875
1847,160061.85
1848,65765.625
1849,115209.125
1850,129206.25
1851,155240.225
1852,127716.625
1853,136558.9
1854,171521.25
1855,143546.25
1856,222091.7375
1857,163819.9375
1858,143993.9375
1859,128397.2125
1860,154760.975
1861,127688.2625
1862,280776.4
1863,277263.5375
1864,277263.5375
1865,316755.0875
1866,324940.55
1867,235312.175
1868,304819.425
1869,192513.575
1870,238293.375
1871,243007.425
1872,170976.225
1873,230381.7375
1874,137368.75
1875,212726.975
1876,192773.0
1877,206583.45
1878,216247.95
1879,135010.125
1880,135572.75
1881,240164.0875
1882,264676.0875
1883,199875.625
1884,222903.825
1885,258355.45
1886,299860.825
1887,196595.725
1888,273931.625
1889,165334.275
1890,135961.5625
1891,144066.25
1892,110947.9
1893,139315.3125
1894,129318.25
1895,149466.25
1896,124864.075
1897,122488.125
1898,110035.625
1899,130102.15
1900,147518.125
1901,170795.225
1902,135703.35
1903,223269.125
1904,136683.4375
1905,182174.4
1906,156147.6125
1907,208482.475
1908,119093.125
1909,132117.9125
1910,124974.375
1911,193159.4
1912,266408.425
1913,142238.9875
1914,68529.9375
1915,330187.8375
1916,75219.475
1917,256934.0125
1918,136179.7875
1919,156627.75
1920,150334.4625
1921,405206.8
1922,333720.9625
1923,200836.625
1924,237712.3
1925,230016.9375
1926,368973.3125
1927,141041.5625
1928,155326.875
1929,125778.7875
1930,128470.1
1931,138156.5
1932,133580.85
1933,168505.0
1934,183274.375
1935,176645.8875
1936,193056.0625
1937,183326.1875
1938,165989.4125
1939,258536.525
1940,200549.7125
1941,178151.65
1942,192360.5
1943,193246.125
1944,317618.4
1945,363180.1875
1946,159505.3
1947,312244.8
1948,178432.9
1949,253055.25
1950,180136.6875
1951,257592.4
1952,246454.575
1953,162004.25
1954,208931.25
1955,131163.75
1956,275028.9125
1957,161469.75
1958,308893.6625
1959,139153.2
1960,116305.4125
1961,117556.6625
1962,95150.0
1963,105788.125
1964,114008.3375
1965,156223.125
1966,152108.9375
1967,296281.0875
1968,388941.8
1969,376556.225
1970,394237.375
1971,433997.8625
1972,351706.7875
1973,276198.05
1974,319221.125
1975,462976.9375
1976,272214.775
1977,352715.9
1978,351205.1125
1979,321233.4125
1980,188254.3875
1981,341375.725
1982,224615.5625
1983,217219.0125
1984,172536.125
1985,210492.8625
1986,214377.35
1987,181601.525
1988,178739.6875
1989,187807.4875
1990,221619.1875
1991,221925.525
1992,212127.5625
1993,172256.6375
1994,246113.6375
1995,183761.6875
1996,257867.7875
1997,323475.5125
1998,351172.525
1999,241737.5
2000,308339.75
2001,265895.925
2002,237110.45
2003,248415.2125
2004,259261.775
2005,238586.85
2006,223389.15
2007,249527.7125
2008,211827.7375
2009,187573.7875
2010,190730.6625
2011,152486.4125
2012,180279.9125
2013,180577.125
2014,186320.625
2015,195130.5
2016,189259.375
2017,205381.25
2018,125252.8125
2019,134791.375
2020,118670.4125
2021,116319.2625
2022,175960.0
2023,153299.375
2024,220905.625
2025,349583.025
2026,184869.525
2027,148658.875
2028,154374.4875
2029,172265.0
2030,280739.3375
2031,256869.925
2032,281926.775
2033,275030.6875
2034,162282.5
2035,204367.35
2036,188203.725
2037,194568.725
2038,340437.1625
2039,207280.1
2040,390363.6375
2041,283038.9875
2042,209635.1875
2043,172500.175
2044,175548.125
2045,226856.6
2046,137377.55
2047,153150.9375
2048,134103.95
2049,133503.625
2050,167070.0625
2051,107433.125
2052,136451.25
2053,145573.125
2054,86167.5
2055,157052.5
2056,130152.5
2057,125953.875
2058,206450.75
2059,125293.75
2060,164526.25
2061,173861.875
2062,138582.5
2063,113854.575
2064,141507.5
2065,123131.1625
2066,178901.95
2067,135479.825
2068,138579.2
2069,87389.9125
2070,111274.75
2071,91371.3875
2072,135493.5375
2073,132218.125
2074,179951.95
2075,148705.0
2076,124835.0
2077,148814.5625
2078,133186.35
2079,128206.0375
2080,115403.85
2081,123591.3
2082,132925.325
2083,143644.2125
2084,108349.4875
2085,132289.125
2086,111199.2875
2087,121616.3625
2088,107581.45
2089,90110.275
2090,130967.3375
2091,125556.7375
2092,135433.0375
2093,138006.875
2094,143928.05
2095,151014.0625
2096,87924.2
2097,99471.3
2098,146137.3
2099,65495.7375
2100,116366.525
2101,121252.375
2102,146549.1875
2103,106824.375
2104,133987.5625
2105,126035.625
2106,82636.0875
2107,248760.35
2108,118060.625
2109,115027.0625
2110,121943.9125
2111,155091.25
2112,141212.7
2113,119852.5
2114,111584.425
2115,158675.85
2116,113734.1
2117,147346.8125
2118,123093.8625
2119,112065.125
2120,113099.375
2121,127784.75
2122,100477.3375
2123,91820.5375
2124,190602.5
2125,135645.725
2126,158747.225
2127,152217.4875
2128,129022.925
2129,105018.75
2130,142954.8
2131,156331.775
2132,117474.1375
2133,118305.125
2134,116210.375
2135,105113.125
2136,86163.125
2137,121318.8
2138,136222.4625
2139,151468.75
2140,136984.375
2141,145013.75
2142,139371.25
2143,145963.0
2144,115866.225
2145,134155.9375
2146,148738.7375
2147,173459.375
2148,124057.9
2149,137691.875
2150,224660.8125
2151,128839.9375
2152,174031.875
2153,157301.25
2154,115050.625
2155,127770.925
2156,219684.0
2157,240401.75
2158,239157.8
2159,226029.475
2160,170727.975
2161,249749.3875
2162,413722.35
2163,335172.775
2164,255725.9125
2165,181801.925
2166,145106.375
2167,203149.9875
2168,214741.25
2169,191099.25
2170,218504.575
2171,143534.45
2172,140465.0
2173,165647.9625
2174,238027.525
2175,304644.9875
2176,324914.425
2177,260261.1375
2178,223160.5625
2179,145086.875
2180,197877.625
2181,195907.075
2182,234356.125
2183,194105.75
2184,137135.3125
2185,137267.0
2186,143744.525
2187,151915.625
2188,155559.875
2189,184470.6
2190,86286.8375
2191,90572.325
2192,96367.6375
2193,100047.5
2194,103551.25
2195,110305.6375
2196,108108.7125
2197,114530.05
2198,154136.3125
2199,159772.6
2200,131142.1875
2201,126892.5625
2202,201888.75
2203,159470.7125
2204,175255.4625
2205,114123.4375
2206,134820.3125
2207,230885.5125
2208,229766.2875
2209,189170.575
2210,126821.25
2211,116490.3125
2212,113608.5375
2213,104320.95
2214,145536.25
2215,104074.1625
2216,154987.25
2217,72895.725
2218,87322.1625
2219,76099.0875
2220,87109.5875
2221,329882.8
2222,254640.6375
2223,265373.3375
2224,215114.525
2225,142148.225
2226,180212.5625
2227,200383.85
2228,279430.3
2229,237831.7
2230,157420.65
2231,216765.0
2232,172006.5625
2233,172124.2125
2234,252308.5
2235,200139.1
2236,273775.4625
2237,356379.225
2238,202989.775
2239,122657.25
2240,162057.2875
2241,151495.9375
2242,136246.875
2243,144212.15
2244,98031.875
2245,93640.625
2246,143510.625
2247,108845.0
2248,122260.0
2249,124650.625
2250,135125.75
2251,113185.125
2252,178962.5
2253,152031.5125
2254,177995.4
2255,196351.875
2256,182603.55
2257,202538.55
2258,175217.725
2259,177167.3125
2260,149570.1125
2261,190644.45
2262,204130.775
2263,328462.4625
2264,437280.0
2265,167458.125
2266,285162.9375
2267,369473.1375
2268,374596.4625
2269,159538.6
2270,181856.6125
2271,251399.075
2272,205338.75
2273,166320.4
2274,171067.675
2275,165805.625
2276,165036.7125
2277,184800.0
2278,159159.175
2279,123748.075
2280,119850.5
2281,174811.6625
2282,175169.1125
2283,96817.5
2284,113544.7875
2285,149762.375
2286,127832.2875
2287,335675.225
2288,273522.0625
2289,369271.85
2290,419821.5875
2291,311708.4125
2292,392913.5375
2293,470566.3375
2294,382280.0875
2295,434305.8625
2296,288391.725
2297,317800.025
2298,322945.8125
2299,381356.9625
2300,324925.25
2301,289135.275
2302,232385.2125
2303,246643.9
2304,240084.9125
2305,187139.375
2306,187317.75
2307,188229.8375
2308,221316.55
2309,289048.275
2310,221226.3875
2311,194650.625
2312,165502.175
2313,176024.8125
2314,179560.9125
2315,173221.3125
2316,173128.1125
2317,178347.1375
2318,174247.7125
2319,175998.575
2320,182646.8375
2321,251230.4375
2322,167080.1
2323,178871.8125
2324,168005.325
2325,222341.6625
2326,166028.0125
2327,213318.475
2328,222999.7875
2329,183813.125
2330,181206.5625
2331,356239.3375
2332,407203.3625
2333,307517.85
2334,258451.4625
2335,266800.925
2336,337215.4
2337,200833.95
2338,282879.2875
2339,228211.825
2340,377230.05
2341,227506.0375
2342,240813.025
2343,220296.75
2344,245256.9875
2345,238084.6125
2346,219660.9
2347,192871.6875
2348,232777.9125
2349,149671.5875
2350,294939.6875
2351,260677.075
2352,249000.9625
2353,213328.25
2354,136218.4375
2355,160631.75
2356,153878.75
2357,196967.35
2358,198299.5
2359,129382.0625
2360,120726.35
2361,135961.475
2362,272946.1625
2363,141483.125
2364,146423.025
2365,210924.675
2366,193887.9625
2367,225023.6
2368,201991.8625
2369,225390.8625
2370,170905.0
2371,170866.675
2372,172857.975
2373,264287.2375
2374,300353.0875
2375,237990.7
2376,276773.4625
2377,350894.075
2378,136141.35
2379,200465.625
2380,145134.5
2381,157862.5
2382,183959.1875
2383,215678.925
2384,239937.3625
2385,150143.75
2386,141250.4
2387,133636.875
2388,103933.25
2389,125590.0
2390,135345.0
2391,133813.85
2392,111614.875
2393,161259.125
2394,145406.25
2395,199261.0
2396,149740.625
2397,200684.375
2398,118858.75
2399,56897.6875
2400,58480.0625
2401,116475.175
2402,138516.5625
2403,132149.2125
2404,143063.225
2405,161253.125
2406,137073.75
2407,125781.9875
2408,135832.875
2409,133874.375
2410,169305.625
2411,121501.875
2412,159846.25
2413,142167.1875
2414,133574.375
2415,128785.4125
2416,129233.125
2417,131924.1875
2418,124039.1625
2419,133449.25
2420,127072.5
2421,149510.8
2422,122133.3625
2423,122025.7625
2424,150193.1875
2425,158468.2125
2426,126616.425
2427,131417.9125
2428,174274.05
2429,114396.45
2430,129868.125
2431,119635.8375
2432,135137.1875
2433,144338.125
2434,146513.125
2435,151603.5875
2436,110026.35
2437,111015.5875
2438,121127.0625
2439,113842.025
2440,120602.8125
2441,107757.6
2442,101969.2
2443,114046.8
2444,127739.375
2445,88156.4125
2446,131645.65
2447,224343.0625
2448,145746.875
2449,119539.475
2450,152751.275
2451,127689.85
2452,211010.4625
2453,101075.725
2454,128246.575
2455,102064.5125
2456,150731.275
2457,118627.4125
2458,113150.625
2459,114142.975
2460,139018.8375
2461,120536.0875
2462,140704.2125
2463,118235.3625
2464,156544.275
2465,127461.0
2466,116621.4875
2467,151836.45
2468,91008.7125
2469,92553.025
2470,183106.375
2471,201100.0
2472,171361.0
2473,118725.2875
2474,103904.25
2475,229546.7375
2476,108879.475
2477,134000.5625
2478,159243.75
2479,113973.55
2480,137403.75
2481,125087.8125
2482,134829.125
2483,116900.925
2484,123256.375
2485,122232.9125
2486,149287.025
2487,181103.1875
2488,153296.0625
2489,145625.3875
2490,152631.7125
2491,94046.2125
2492,188194.0
2493,137198.85
2494,171637.525
2495,98554.65
2496,212624.825
2497,148478.35
2498,118302.6
2499,95821.375
2500,131862.9625
2501,130056.5625
2502,148327.925
2503,97487.75
2504,182622.75
2505,219328.8
2506,255174.7625
2507,310261.55
2508,254798.6375
2509,220455.55
2510,228958.4
2511,186219.15
2512,217815.7375
2513,221723.675
2514,233940.8875
2515,150235.625
2516,153549.15
2517,133064.375
2518,144695.625
2519,228945.4375
2520,206866.0625
2521,193608.9125
2522,221761.325
2523,135156.25
2524,139995.0
2525,141521.25
2526,140452.1875
2527,115330.2
2528,129744.375
2529,132598.125
2530,110930.925
2531,250118.4
2532,232000.775
2533,197123.125
2534,240282.725
2535,313584.275
2536,235199.425
2537,222337.5
2538,184412.5
2539,189257.15
2540,177213.4125
2541,180503.875
2542,163169.8375
2543,131385.625
2544,128103.5875
2545,128575.65
2546,147239.375
2547,140031.875
2548,164864.375
2549,160182.0625
2550,386452.3625
2551,146743.325
2552,116414.2125
2553,87546.875
2554,113849.95
2555,115242.45
2556,104537.575
2557,115220.725
2558,159920.725
2559,138182.9875
2560,122406.875
2561,138031.25
2562,137929.5625
2563,143562.975
2564,175307.9
2565,123966.25
2566,153541.85
2567,128565.3125
2568,196910.0
2569,198910.3
2570,123366.25
2571,161978.6625
2572,186752.325
2573,240915.15
2574,300735.8
2575,128836.3
2576,129593.075
2577,164961.9
2578,98704.45
2579,82970.1375
2580,130725.225
2581,131826.7375
2582,117377.25
2583,283831.175
2584,160775.625
2585,175517.15
2586,197629.2
2587,209908.925
2588,152909.875
2589,144527.875
2590,230339.75
2591,201231.125
2592,232898.2375
2593,259173.8125
2594,176141.0625
2595,207557.7625
2596,332617.25
2597,181223.625
2598,267867.65
2599,328993.125
2600,152836.025
2601,133935.25
2602,85546.25
2603,95146.875
2604,87106.875
2605,84227.6375
2606,143938.3375
2607,168543.175
2608,200153.625
2609,162842.275
2610,116522.0
2611,148463.75
2612,151170.4625
2613,125371.875
2614,121079.7625
2615,153276.875
2616,139550.625
2617,174101.875
2618,178003.75
2619,229949.775
2620,186533.0
2621,188411.0
2622,188328.25
2623,252501.4375
2624,264356.775
2625,323402.15
2626,165087.5
2627,183149.4375
2628,402516.375
2629,548254.0625
2630,339861.05
2631,450902.125
2632,404744.7875
2633,309281.1375
2634,374067.575
2635,150031.875
2636,195226.25
2637,159956.25
2638,255786.425
2639,179016.25
2640,151733.125
2641,108066.7625
2642,194956.875
2643,108103.75
2644,128947.5
2645,101412.9125
2646,93588.75
2647,98379.6875
2648,137964.0625
2649,138957.0625
2650,150367.375
2651,155051.875
2652,436798.675
2653,253472.1375
2654,251909.85
2655,368809.05
2656,317723.4
2657,336107.9875
2658,294406.75
2659,305897.3125
2660,324063.65
2661,336295.1875
2662,349258.4625
2663,273550.15
2664,288103.3875
2665,313892.525
2666,284448.8125
2667,170175.7375
2668,179587.1875
2669,178123.475
2670,290432.2125
2671,182674.375
2672,183618.375
2673,206457.075
2674,201427.6125
2675,166784.175
2676,190120.325
2677,201393.925
2678,260306.575
2679,272268.75
2680,277736.125
2681,407327.475
2682,327472.5875
2683,508877.975
2684,314392.5625
2685,349860.7625
2686,260002.45
2687,334610.0
2688,228577.2375
2689,214724.8125
2690,473383.2625
2691,184612.6875
2692,139968.8625
2693,194789.075
2694,137208.875
2695,193841.7125
2696,188235.25
2697,197134.6
2698,203709.375
2699,181485.175
2700,166636.475
2701,152072.2875
2702,117968.225
2703,152123.8375
2704,141709.775
2705,127576.7625
2706,119519.375
2707,123474.1
2708,135227.9125
2709,113107.5
2710,127672.9125
2711,285817.6125
2712,365244.3625
2713,177274.7
2714,149246.95
2715,171157.3
2716,165533.4
2717,183878.4375
2718,235438.2125
2719,153958.2375
2720,167266.225
2721,144917.1875
2722,167420.425
2723,143123.125
2724,128701.25
2725,138931.875
2726,147828.125
2727,173990.4
2728,166493.75
2729,160003.5
2730,143432.5
2731,121616.3
2732,118470.4125
2733,159320.0
2734,153780.4
2735,134623.75
2736,140151.55
2737,123187.075
2738,131474.875
2739,157372.3375
2740,137838.75
2741,150672.3375
2742,152204.6875
2743,151767.8125
2744,145815.0
2745,138290.625
2746,133747.5
2747,152104.15
2748,125424.8875
2749,130025.625
2750,135715.0
2751,130103.125
2752,229681.175
2753,154234.4625
2754,192551.525
2755,126710.325
2756,97487.175
2757,72781.9375
2758,89973.5875
2759,160440.1125
2760,135495.2875
2761,145392.1875
2762,145347.1875
2763,190275.6
2764,166813.75
2765,267835.225
2766,139239.1875
2767,91519.025
2768,129571.9375
2769,125425.625
2770,155945.0
2771,120835.5125
2772,123774.6875
2773,143968.725
2774,137170.0125
2775,138800.4875
2776,143220.4875
2777,149643.125
2778,123310.9875
2779,121808.3
2780,108161.8
2781,104040.7
2782,100085.3
2783,102757.5625
2784,128256.25
2785,141838.425
2786,83501.8
2787,117112.4375
2788,90049.375
2789,216283.9125
2790,95952.55
2791,114971.475
2792,84180.125
2793,171157.0375
2794,107013.4
2795,118785.9875
2796,106427.825
2797,187443.45
2798,122413.5875
2799,113485.1
2800,77500.8625
2801,110782.05
2802,138832.1
2803,151047.2375
2804,149539.8875
2805,94798.0875
2806,94123.75
2807,152659.2
2808,150531.375
2809,136065.1
2810,137747.5
2811,157663.125
2812,147800.2125
2813,154781.0125
2814,161768.9125
2815,100411.8125
2816,251772.5
2817,133189.1875
2818,133748.75
2819,184246.9375
2820,127396.25
2821,104744.9125
2822,187621.1125
2823,227115.55
2824,180662.375
2825,156687.025
2826,135185.375
2827,144976.25
2828,206485.0
2829,169242.55
2830,231786.175
2831,190691.0375
2832,223624.3
2833,287086.4125
2834,219812.75
2835,222021.625
2836,194951.675
2837,164237.2125
2838,150579.375
2839,183837.9375
2840,190851.25
2841,204842.1875
2842,225331.575
2843,144807.175
2844,155387.5
2845,124585.0
2846,214811.9125
2847,199021.875
2848,213323.2
2849,213039.8625
2850,283789.7875
2851,237101.075
2852,227529.5375
2853,237526.8125
2854,139634.4
2855,193888.95
2856,209684.3875
2857,188879.4375
2858,195591.9625
2859,133992.275
2860,123800.625
2861,130331.3
2862,192791.9125
2863,121668.95
2864,258873.1375
2865,142570.0
2866,134727.5
2867,93884.7
2868,111515.7625
2869,119815.625
2870,168720.025
2871,109365.325
2872,63309.0875
2873,99973.2375
2874,140566.15
2875,111463.1375
2876,158825.0
2877,146717.1
2878,167962.25
2879,151107.95
2880,105640.875
2881,148641.3625
2882,166898.7625
2883,170060.4375
2884,180514.45
2885,184505.5
2886,208498.125
2887,102608.075
2888,126483.75
2889,63889.5625
2890,89081.3875
2891,135766.775
2892,61366.0
2893,101754.5375
2894,63251.3125
2895,315211.875
2896,289181.0625
2897,200302.025
2898,149868.575
2899,230362.7875
2900,157876.875
2901,182321.9
2902,180721.325
2903,350318.425
2904,339320.8375
2905,116925.25
2906,198315.9375
2907,114171.875
2908,128956.875
2909,146687.375
2910,84622.5
2911,84085.0
2912,156769.8375
2913,88708.75
2914,83827.4125
2915,84443.125
2916,84366.25
2917,149339.6875
2918,114612.275
2919,233379.1
